"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
20,"RL",80,10000,"Pave","Reg","Lvl","Corner",1,"Sawyer","Feedr","Norm","1Fam","1Story",5,6,89,33,"Hip","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",2,3,2,5,594,2,0,270,864,"GasA",5,"Y","SBrkr",1144,0,0,1144,1,0,1,0,1,3,6,"Typ",1,"Attchd",61,"RFn",1,264,3,3,"Y",165,0,0,0,0,0,400,3,3,"WD","Normal",131400
20,"RL",76.1613333333333,8978,"Pave","IR1","Lvl","Corner",1,"Sawyer","Norm","Norm","1Fam","1Story",5,5,96,18,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"PConc",2,3,2,2,0,2,0,948,948,"GasA",3,"Y","SBrkr",948,0,0,948,0,0,1,0,1,3,6,"Typ",0,"Attchd",68,"Unf",1,300,3,3,"Y",147,0,0,0,0,0,0,5,1,"WD","Family",108000
75,"RM",60,10800,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","2.5Unf",7,7,42,20,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,3,3,4,390,2,0,490,880,"GasW",2,"N","SBrkr",880,888,0,1768,0,0,1,1,1,3,6,"Typ",2,"Detchd",14,"Unf",2,320,3,3,"N",0,341,0,0,0,0,0,10,0,"WD","Normal",163000
90,"RL",60,8544,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","Duplex","1Story",3,4,78,0,"Gable","CompShg","Stucco","Stone","None",0,2,3,"CBlock",1.968,2.817,2.502,2.86266666666667,0,2.408,0,0,0,"GasA",4,"N","FuseF",1040,0,0,1040,0,0,2,0,2,3,6,"Typ",0,"Detchd",49,"Unf",2,400,3,3,"Y",0,0,0,0,0,0,0,7,0,"WD","Normal",93500
60,"RL",72,10463,"Pave","IR1","HLS","CulDSac",1,"Gilbert","Norm","Norm","1Fam","2Story",8,5,133,55,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,893,893,"GasA",5,"Y","SBrkr",901,900,0,1801,0,0,2,1,1,4,8,"Typ",1,"Attchd",105,"Fin",3,800,3,3,"Y",0,116,0,0,0,0,0,6,0,"WD","Normal",239900
90,"RL",60,10800,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","Duplex","1Story",5,5,115,38,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",3,4,5,7,1200,2,0,0,1200,"GasA",3,"Y","SBrkr",1200,0,0,1200,3,0,3,0,1,3,5,"Typ",0,"Attchd",75.857980952381,"Unf",0,0,2.76,2.856,"Y",120,0,0,0,0,0,0,3,3,"WD","Alloca",179000
60,"RL",65,9313,"Pave","IR1","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","2Story",7,5,132,54,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,864,864,"GasA",5,"Y","SBrkr",864,864,0,1728,0,0,2,1,1,4,7,"Typ",0,"Attchd",104,"RFn",2,572,3,3,"Y",187,56,0,0,0,0,0,4,3,"WD","Normal",190000
70,"RM",60,9600,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","2Story",5,7,38,52,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,2,4,"BrkTil",1,2,2,2,0,2,0,264,264,"GasA",5,"Y","SBrkr",768,664,0,1432,0,0,2,0,1,3,7,"Typ",0,"Detchd",10,"Unf",2,360,3,4,"Y",270,0,112,0,0,0,0,5,1,"WD","Abnorml",132000
20,"RL",65,6768,"Pave","IR1","Lvl","Inside",1,"Sawyer","Feedr","Norm","1Fam","1Story",6,8,89,46,"Hip","CompShg","HdBoard","HdBoard","None",0,2,4,"CBlock",2,3,3,7,832,2,0,80,912,"GasA",4,"Y","SBrkr",912,0,0,912,1,1,1,0,1,4,5,"Typ",0,"Detchd",62,"Unf",1,288,3,3,"Y",168,0,0,0,0,0,0,5,2,"WD","Normal",142000
20,"RL",65,8450,"Pave","Reg","Lvl","Inside",1,"SawyerW","Norm","Norm","1Fam","1Story",7,5,128,51,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,2,3,"PConc",3,3,2,2,0,2,0,1349,1349,"GasA",5,"Y","SBrkr",1349,0,0,1349,0,0,2,0,1,3,6,"Typ",0,"Attchd",100,"Unf",2,539,3,3,"Y",120,55,0,0,0,0,0,12,1,"WD","Normal",179000
80,"RL",70,12886,"Pave","IR1","Lvl","Inside",1,"Sawyer","Norm","Norm","1Fam","SLvl",5,6,91,49,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,3,4,6,444,2,0,76,520,"GasA",5,"Y","SBrkr",1464,0,0,1464,0,1,2,0,1,3,6,"Min2",1,"Attchd",97,"RFn",2,480,3,3,"Y",302,0,0,0,100,0,0,10,3,"WD","Normal",175000
120,"RL",41,5395,"Pave","IR1","HLS","Inside",1,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,121,43,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",3,3,2,7,733,2,0,604,1337,"GasA",4,"Y","SBrkr",1337,0,0,1337,1,0,2,0,1,4,5,"Typ",1,"Attchd",93,"RFn",2,462,3,3,"Y",96,0,70,168,0,0,0,10,2,"WD","Normal",180000
60,"RL",83.266,8963,"Pave","IR1","Lvl","Inside",1,"NWAmes","Norm","Norm","1Fam","2Story",8,9,104,46,"Hip","CompShg","VinylSd","VinylSd","BrkFace",289,4,4,"CBlock",2,4,2,7,575,6,80,487,1142,"GasA",5,"Y","SBrkr",1175,1540,0,2715,0,1,3,1,1,4,11,"Typ",2,"BuiltIn",94,"Fin",2,831,3,3,"Y",0,204,0,0,0,0,0,7,2,"WD","Normal",299800
60,"RL",69.7772333333333,8795,"Pave","IR1","Lvl","Inside",1,"Gilbert","Norm","Norm","1Fam","2Story",7,5,128,50,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,7,300,2,0,652,952,"GasA",5,"Y","SBrkr",980,1276,0,2256,0,0,2,1,1,4,8,"Typ",1,"BuiltIn",100,"Fin",2,554,3,3,"Y",224,54,0,0,0,0,0,4,3,"WD","Normal",236000
70,"RM",65,11700,"Pave","IR1","Lvl","Corner",1,"OldTown","Norm","Norm","1Fam","2Story",7,7,8,53,"Mansard","CompShg","Stucco","Stucco","None",0,3,3,"Stone",2,2,2,2,0,2,0,1240,1240,"GasW",3,"N","SBrkr",1320,1320,0,2640,0,0,1,1,1,4,8,"Typ",1,"Detchd",50,"Unf",4,864,3,3,"N",181,0,386,0,0,0,0,5,3,"WD","Normal",265979
20,"RL",59,10593,"Pave","IR1","Lvl","Inside",1,"NoRidge","Norm","Norm","1Fam","1Story",7,5,124,46,"Hip","CompShg","VinylSd","VinylSd","BrkFace",338,3,3,"PConc",3,3,2,7,919,2,0,801,1720,"GasA",5,"Y","SBrkr",1720,0,0,1720,1,0,2,0,1,4,7,"Typ",1,"Attchd",96,"Fin",2,527,3,3,"Y",240,56,154,0,0,0,0,3,4,"WD","Normal",260400
50,"RL",50,8405,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","1Fam","1.5Fin",4,3,73,0,"Gable","CompShg","WdShing","Wd Shng","None",0,2,3,"Slab",1.97866666666667,2.66514285714286,2.47714285714286,2.817,0,2.359,0,0,0,"Wall",3,"N","FuseF",1088,441,0,1529,0,0,2,0,1,3,9,"Mod",0,"Detchd",45,"Unf",1,240,3,3,"N",92,0,185,0,0,0,0,4,3,"WD","Normal",98000
50,"RM",55,8800,"Pave","Reg","Lvl","Corner",1,"OldTown","Norm","Norm","1Fam","1.5Fin",4,7,38,54,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",2,2,2,2,0,2,0,576,576,"GasA",4,"Y","SBrkr",792,348,0,1140,0,0,1,0,1,3,7,"Min2",0,"Detchd",40.9950476190476,"Unf",0,0,2.616,2.67,"N",0,160,0,0,0,0,0,6,4,"WD","Normal",96500
60,"RL",66.9675476190476,7750,"Pave","Reg","Lvl","Inside",1,"Gilbert","RRAn","Norm","1Fam","2Story",7,5,131,53,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,660,660,"GasA",5,"Y","SBrkr",660,660,0,1320,0,0,2,1,1,4,6,"Typ",0,"Attchd",103,"Fin",2,400,3,3,"Y",0,48,0,0,0,0,0,8,1,"WD","Normal",162000
20,"RL",79,9236,"Pave","IR1","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",6,5,125,47,"Gable","CompShg","VinylSd","VinylSd","None",0,2,4,"PConc",3,3,5,7,1200,2,0,279,1479,"GasA",5,"Y","SBrkr",1494,0,0,1494,1,0,2,0,1,4,6,"Typ",0,"Attchd",97,"RFn",2,576,3,3,"Y",168,27,0,0,0,0,0,7,0,"WD","Normal",217000
60,"RL",80,10240,"Pave","Reg","Lvl","Inside",1,"NridgHt","Norm","Norm","1Fam","2Story",8,5,133,55,"Gable","CompShg","VinylSd","VinylSd","BrkFace",178,3,3,"PConc",3,3,3,2,0,2,0,1030,1030,"GasA",4,"Y","SBrkr",1038,1060,0,2098,0,0,2,1,1,5,8,"Typ",1,"Attchd",105,"RFn",3,878,3,3,"Y",192,52,0,0,0,0,0,3,0,"WD","Normal",275500
20,"RL",61,7930,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",6,8,97,55,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",2,3,2,7,439,3,472,115,1026,"GasA",4,"Y","SBrkr",1026,0,0,1026,1,0,1,0,1,4,5,"Typ",0,"Detchd",69,"RFn",2,440,3,3,"Y",171,48,0,0,0,0,0,7,3,"WD","Normal",156000
160,"FV",34,3230,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","TwnhsE","2Story",6,5,127,49,"Gable","CompShg","MetalSd","MetalSd","BrkFace",894,2,3,"PConc",3,3,2,7,381,2,0,348,729,"GasA",4,"Y","SBrkr",742,729,0,1471,0,0,2,1,1,3,6,"Typ",0,"Detchd",99,"Unf",2,440,3,3,"Y",0,24,0,0,0,0,0,3,3,"WD","Normal",172500
60,"RL",68,10769,"Pave","IR1","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","2Story",8,5,135,57,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,4,7,20,2,0,846,866,"GasA",5,"Y","SBrkr",866,902,0,1768,0,0,2,1,1,4,7,"Typ",0,"Attchd",107,"RFn",2,578,3,3,"Y",144,105,0,0,0,0,0,4,3,"WD","Normal",212000
60,"RL",73.39725,11616,"Pave","IR1","Lvl","CulDSac",1,"Sawyer","Norm","Norm","1Fam","2Story",6,5,106,28,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",328,2,3,"CBlock",2,3,3,4,438,2,0,234,672,"GasA",3,"Y","SBrkr",672,714,0,1386,0,0,2,1,1,3,6,"Typ",1,"Attchd",78,"Fin",2,440,3,3,"Y",335,0,0,0,0,0,0,4,4,"WD","Abnorml",158900
160,"FV",24,2280,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","Twnhs","2Story",7,5,127,49,"Gable","CompShg","MetalSd","MetalSd","BrkFace",360,2,3,"PConc",3,3,2,6,549,2,0,195,744,"GasA",4,"Y","SBrkr",757,744,0,1501,0,0,2,1,1,3,6,"Typ",0,"Detchd",99,"Unf",2,440,3,3,"Y",0,0,0,0,0,0,0,8,2,"WD","Normal",179400
60,"RL",65,12257,"Pave","IR1","Lvl","Inside",1,"NoRidge","Norm","Norm","1Fam","2Story",8,5,123,45,"Gable","CompShg","VinylSd","VinylSd","BrkFace",513,3,3,"PConc",3,3,4,3,56,6,64,1198,1318,"GasA",5,"Y","SBrkr",1328,1203,0,2531,0,0,2,1,1,4,9,"Typ",1,"Attchd",95,"RFn",3,752,3,3,"Y",222,98,0,0,0,0,0,11,1,"WD","Normal",290000
20,"RL",70,9100,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",6,6,87,9,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",2,3,2,4,612,2,0,252,864,"GasA",5,"Y","SBrkr",864,0,0,864,0,0,1,0,1,3,5,"Typ",0,"Detchd",108,"Unf",1,300,5,5,"Y",0,0,0,0,0,0,450,10,3,"WD","Normal",127500
30,"RM",60,6911,"Pave","Reg","Lvl","FR2",1,"BrkSide","Feedr","Norm","1Fam","1Story",5,5,52,0,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"PConc",2,3,3,3,405,2,0,740,1145,"GasA",3,"Y","SBrkr",1301,0,0,1301,0,0,1,0,1,2,5,"Min1",0,"Detchd",65,"Unf",2,440,3,3,"Y",0,0,0,0,0,0,0,10,3,"WD","Normal",100000
60,"FV",72,8640,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","1Fam","2Story",7,5,137,59,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,3,7,24,2,0,732,756,"GasA",5,"Y","SBrkr",764,783,0,1547,0,0,2,1,1,4,7,"Typ",0,"Attchd",109,"Unf",2,614,3,3,"Y",169,45,0,0,0,0,0,6,4,"Con","Normal",215200
60,"RL",82,9430,"Pave","Reg","Lvl","Inside",1,"NoRidge","Norm","Norm","1Fam","2Story",8,5,127,49,"Gable","CompShg","VinylSd","VinylSd","BrkFace",673,3,3,"PConc",3,3,3,7,1163,2,0,89,1252,"GasA",5,"Y","SBrkr",1268,1097,0,2365,1,0,2,1,1,4,8,"Typ",1,"Attchd",99,"RFn",3,856,3,3,"Y",0,128,0,0,180,0,0,7,3,"WD","Normal",337000
120,"RL",30,9549,"Pave","IR1","Lvl","CulDSac",1,"Veenker","Norm","Norm","TwnhsE","1Story",8,5,123,46,"Hip","CompShg","BrkFace","BrkFace","None",0,3,4,"PConc",3,4,4,3,437,7,1057,0,1494,"GasA",5,"Y","SBrkr",1494,0,0,1494,1,0,1,1,1,5,6,"Typ",1,"Attchd",95,"Fin",2,481,3,3,"Y",0,30,0,0,216,0,0,4,0,"WD","Normal",270000
20,"RL",75,14587,"Pave","IR1","Lvl","Inside",1,"Somerst","Norm","Norm","1Fam","1Story",9,5,136,58,"Gable","CompShg","VinylSd","VinylSd","Stone",284,3,3,"PConc",3,3,2,2,0,2,0,1498,1498,"GasA",5,"Y","SBrkr",1506,0,0,1506,0,0,2,0,1,5,6,"Typ",1,"Attchd",108,"Fin",2,592,3,3,"Y",0,174,0,0,0,0,0,8,2,"New","Partial",264132
60,"RL",80,10421,"Pave","Reg","Lvl","Inside",1,"NWAmes","Norm","Norm","1Fam","2Story",7,5,116,38,"Gable","CompShg","HdBoard","HdBoard","BrkFace",42,2,3,"CBlock",3,3,2,7,394,2,0,586,980,"GasA",3,"Y","SBrkr",980,734,0,1714,0,0,2,1,1,3,7,"Typ",1,"Attchd",88,"Unf",2,496,3,3,"Y",228,66,156,0,0,0,500,3,4,"WD","Normal",196500
50,"RL",75,12508,"Pave","IR1","Lvl","Inside",1,"Mitchel","Norm","Norm","1Fam","1.5Fin",6,7,68,35,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",3,3,3,6,660,2,0,323,983,"GasA",5,"Y","SBrkr",983,767,0,1750,1,0,2,0,1,3,7,"Mod",0,"Attchd",89,"Unf",1,423,3,3,"Y",245,0,156,0,0,0,1300,7,2,"WD","Normal",160000
20,"RL",70,9100,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",7,5,132,55,"Hip","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,7,24,2,0,1836,1860,"GasA",5,"Y","SBrkr",1836,0,0,1836,0,0,2,0,1,4,8,"Typ",1,"Attchd",104,"Fin",2,484,3,3,"Y",120,33,0,0,0,0,0,10,0,"WD","Normal",216837
60,"RL",47,53504,"Pave","IR2","HLS","CulDSac",2,"StoneBr","Norm","Norm","1Fam","2Story",8,5,131,53,"Hip","CompShg","CemntBd","Wd Shng","BrkFace",603,4,3,"PConc",3,3,5,6,1416,2,0,234,1650,"GasA",5,"Y","SBrkr",1690,1589,0,3279,1,0,3,1,1,5,12,"Mod",1,"BuiltIn",103,"Fin",3,841,3,3,"Y",503,36,0,0,210,0,0,6,4,"WD","Normal",538000
85,"RL",62.7975,7252,"Pave","IR1","Lvl","CulDSac",1,"Sawyer","Norm","Norm","1Fam","SFoyer",5,5,110,32,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,3,4,7,685,2,0,173,858,"GasA",3,"Y","SBrkr",858,0,0,858,1,0,1,0,1,3,5,"Typ",0,"Detchd",83,"Unf",2,576,3,3,"Y",120,0,0,0,0,0,0,4,3,"WD","Normal",134900
20,"RL",67,8877,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","1Fam","1Story",4,5,79,1,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",1,2,2,3,836,2,0,0,836,"GasA",3,"Y","FuseF",1220,0,0,1220,0,0,1,0,1,3,6,"Typ",0,"Detchd",51,"Unf",2,396,3,3,"Y",0,0,0,0,0,0,0,4,0,"COD","Normal",102000
80,"RL",94,7819,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","1Fam","SLvl",6,5,104,26,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",2,3,4,6,422,5,127,480,1029,"GasA",3,"Y","SBrkr",1117,0,0,1117,1,0,1,0,1,3,6,"Typ",1,"Detchd",76,"Unf",2,672,3,3,"Y",144,0,0,0,0,0,0,3,4,"WD","Abnorml",107000
20,"RL",70,10150,"Pave","Reg","Lvl","Inside",1,"NAmes","Feedr","Norm","1Fam","1Story",5,5,86,8,"Gable","CompShg","Wd Sdng","Wd Sdng","None",1,2,3,"CBlock",2,3,2,4,456,2,0,456,912,"GasA",5,"Y","FuseA",912,0,0,912,0,0,1,0,1,3,5,"Typ",0,"Attchd",58,"RFn",1,275,3,3,"Y",0,0,0,0,0,0,0,7,1,"COD","Normal",114500
20,"RL",110,14226,"Pave","Reg","Lvl","Corner",1,"NridgHt","Norm","Norm","1Fam","1Story",8,5,134,56,"Hip","CompShg","VinylSd","VinylSd","BrkFace",375,3,3,"PConc",3,3,4,2,0,2,0,1935,1935,"GasA",4,"Y","SBrkr",1973,0,0,1973,0,0,2,0,1,4,9,"Typ",1,"Attchd",106,"Fin",3,895,3,3,"Y",315,45,0,0,0,0,0,7,1,"New","Partial",395000
120,"RM",32,4500,"Pave","Reg","Lvl","FR2",1,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,126,48,"Hip","CompShg","VinylSd","VinylSd","BrkFace",320,2,3,"PConc",4,3,2,7,866,2,0,338,1204,"GasA",5,"Y","SBrkr",1204,0,0,1204,1,0,2,0,1,3,5,"Typ",0,"Attchd",98,"Fin",2,412,3,3,"Y",0,247,0,0,0,0,0,6,3,"WD","Normal",162000
20,"RL",86,11210,"Pave","IR1","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",7,5,133,56,"Gable","CompShg","VinylSd","VinylSd","BrkFace",240,3,3,"PConc",3,3,4,7,20,2,0,1594,1614,"GasA",5,"Y","SBrkr",1614,0,0,1614,0,0,2,0,1,4,7,"Typ",0,"Attchd",105,"RFn",3,865,3,3,"Y",144,59,0,0,0,0,0,7,0,"New","Partial",221500
20,"RL",100,13350,"Pave","IR1","Lvl","Inside",1,"Sawyer","Norm","Norm","1Fam","1Story",5,5,102,24,"Hip","CompShg","HdBoard","Plywood","None",0,2,3,"CBlock",2,3,2,6,762,2,0,102,864,"GasA",3,"Y","SBrkr",894,0,0,894,1,0,1,0,1,3,5,"Typ",1,"Attchd",74,"Unf",2,440,3,3,"Y",241,0,0,0,0,0,0,6,0,"WD","Normal",142500
90,"RH",60,8400,"Pave","Reg","Lvl","Inside",1,"SawyerW","Feedr","Norm","Duplex","1Story",5,5,105,27,"Gable","CompShg","Plywood","Plywood","BrkFace",320,2,3,"Slab",2.4585,3.00166666666667,2.688,3.14333333333333,0,2.454,0,0,0,"GasA",3,"Y","SBrkr",2020,0,0,2020,0,0,2,0,2,3,10,"Typ",2,"Detchd",77,"Unf",2,630,3,3,"Y",0,0,0,0,0,0,0,10,1,"WD","Normal",144000
90,"RL",78,10530,"Pave","Reg","Lvl","Inside",1,"Mitchel","Norm","Norm","Duplex","SFoyer",6,5,105,27,"Gable","CompShg","Plywood","ImStucc","BrkFace",90,2,3,"CBlock",3,3,5,7,975,2,0,0,975,"GasA",3,"Y","SBrkr",1004,0,0,1004,1,0,1,0,1,3,4,"Typ",0,"Attchd",77,"Unf",2,504,3,3,"Y",0,0,0,0,0,0,0,5,0,"WD","Normal",135000
20,"RL",63,7875,"Pave","Reg","Lvl","Inside",1,"Gilbert","Norm","Norm","1Fam","1Story",7,5,123,46,"Gable","CompShg","HdBoard","HdBoard","BrkFace",38,2,3,"PConc",3,4,2,2,0,2,0,1237,1237,"GasA",4,"Y","SBrkr",1253,0,0,1253,0,0,2,0,1,3,6,"Typ",1,"Attchd",95,"Fin",2,402,3,3,"Y",220,21,0,0,0,0,0,6,1,"WD","Normal",176000
60,"RL",65,7153,"Pave","Reg","Lvl","Inside",1,"SawyerW","Norm","Norm","1Fam","2Story",6,5,120,42,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"PConc",3,3,2,6,387,2,0,374,761,"GasA",5,"Y","SBrkr",810,793,0,1603,0,0,2,1,1,4,7,"Typ",0,"Attchd",92,"RFn",2,484,3,3,"Y",0,124,0,0,0,0,0,7,0,"WD","Normal",175900
20,"RL",67,16285,"Pave","IR2","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",7,5,129,52,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,1413,1413,"GasA",5,"Y","SBrkr",1430,0,0,1430,0,0,2,0,1,4,6,"Typ",0,"Attchd",101,"RFn",2,605,3,3,"Y",0,33,0,0,0,0,0,6,3,"WD","Normal",187100
85,"RL",79.2151833333333,9101,"Pave","IR1","Lvl","Corner",1,"Mitchel","Norm","Norm","1Fam","SFoyer",5,6,106,28,"Gable","CompShg","Plywood","Plywood","BrkFace",104,2,4,"PConc",3,3,4,7,1097,2,0,0,1097,"GasA",5,"Y","SBrkr",1110,0,0,1110,1,0,1,0,1,4,4,"Typ",1,"Attchd",78,"Fin",2,602,3,3,"Y",303,30,0,0,0,0,0,7,3,"WD","Normal",165500
75,"RM",35,6300,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","2.5Unf",6,6,42,51,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,2,3,"CBlock",2,3,2,2,0,2,0,742,742,"GasA",5,"Y","SBrkr",742,742,0,1484,0,0,2,0,1,3,9,"Typ",1,"Detchd",38.0323333333333,"Unf",0,0,2.675,2.756,"Y",0,291,134,0,0,0,0,6,2,"WD","Normal",128000
20,"RL",78.5091,9790,"Pave","Reg","Lvl","Inside",1,"NWAmes","Feedr","Norm","1Fam","1Story",6,5,95,17,"Gable","CompShg","BrkFace","Wd Sdng","None",0,2,3,"CBlock",2,3,2,4,251,3,630,491,1372,"GasA",3,"Y","SBrkr",1342,0,0,1342,0,0,2,0,1,3,7,"Typ",1,"Attchd",67,"Unf",2,457,3,3,"Y",0,0,0,0,197,0,0,9,3,"WD","Normal",161500
50,"RM",60,10800,"Pave","Reg","Lvl","Inside",1,"OldTown","Artery","Norm","1Fam","1.5Fin",5,6,43,0,"Gable","CompShg","MetalSd","MetalSd","None",0,2,4,"PConc",1,3,2,3,686,2,0,0,686,"GasA",3,"Y","SBrkr",966,686,0,1652,1,0,2,0,1,3,7,"Typ",0,"Detchd",61,"Unf",1,416,3,3,"Y",0,0,196,0,0,0,1200,6,4,"WD","Normal",139000
60,"RL",76,10142,"Pave","IR1","Lvl","Inside",1,"SawyerW","Norm","Norm","1Fam","2Story",7,5,132,54,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,7,656,2,0,300,956,"GasA",5,"Y","SBrkr",956,1128,0,2084,1,0,2,1,1,4,8,"Typ",0,"BuiltIn",104,"RFn",2,618,3,3,"Y",0,45,0,0,0,0,0,1,4,"WD","Normal",233000
20,"RM",50,6000,"Pave","Reg","Lvl","Corner",1,"OldTown","Norm","Norm","1Fam","1Story",4,7,82,50,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,3,2,2,0,2,0,901,901,"GasA",5,"Y","SBrkr",901,0,0,901,0,0,1,0,1,3,4,"Typ",0,"Detchd",54,"Unf",1,281,2,3,"Y",0,0,0,0,0,0,0,8,2,"WD","Normal",107900
60,"RL",82.2612,12205,"Pave","IR1","Low","Inside",1,"ClearCr","Norm","Norm","1Fam","2Story",6,8,94,57,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,2,3,"CBlock",2,2,5,3,568,2,0,264,832,"GasA",4,"Y","SBrkr",976,1111,0,2087,0,0,2,1,1,4,9,"Typ",0,"Attchd",66,"Fin",2,444,3,3,"Y",133,168,0,0,0,0,0,7,1,"WD","Normal",187500
120,"RL",43,3182,"Pave","Reg","Lvl","Inside",1,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,133,56,"Gable","CompShg","VinylSd","VinylSd","BrkFace",11,3,3,"PConc",3,3,2,7,16,2,0,1129,1145,"GasA",5,"Y","SBrkr",1145,0,0,1145,0,0,2,0,1,4,5,"Typ",1,"Attchd",105,"Fin",2,397,3,3,"Y",100,16,0,0,0,0,0,9,3,"WD","Normal",160200
80,"RL",85.2884666666667,11333,"Pave","IR1","Lvl","Corner",1,"Mitchel","Norm","Norm","1Fam","SLvl",6,5,104,26,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"PConc",3,3,4,6,539,2,0,490,1029,"GasA",3,"Y","SBrkr",1062,0,0,1062,1,0,1,0,1,3,5,"Typ",2,"Attchd",76,"RFn",2,539,3,3,"Y",120,0,0,0,0,0,0,5,1,"WD","Normal",146800
60,"RL",92,9920,"Pave","IR1","Lvl","CulDSac",1,"NoRidge","Norm","Norm","1Fam","2Story",7,5,124,47,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,4,7,862,2,0,255,1117,"GasA",5,"Y","SBrkr",1127,886,0,2013,1,0,2,1,1,3,8,"Typ",1,"Attchd",97,"Unf",2,455,3,3,"Y",180,130,0,0,0,0,0,6,1,"WD","Normal",269790
